SEASON_YEAR,GAME_ID,GAME_DATE,HOME_TEAM,HOME_TEAM_ABBREVIATION,AWAY_TEAM,AWAY_TEAM_ABBREVIATION,HOME_POINTS,AWAY_POINTS,WINNER
2023-24,22300310,2023-12-13,Detroit Pistons,DET,Philadelphia 76ers,PHI,111,129,Philadelphia 76ers
2023-24,22300311,2023-12-13,Washington Wizards,WAS,New Orleans Pelicans,NOP,122,142,New Orleans Pelicans
2023-24,22300312,2023-12-13,Miami Heat,MIA,Charlotte Hornets,CHA,115,104,Miami Heat
2023-24,22300313,2023-12-13,Toronto Raptors,TOR,Atlanta Hawks,ATL,135,128,Toronto Raptors
2023-24,22300314,2023-12-13,Houston Rockets,HOU,Memphis Grizzlies,MEM,117,104,Houston Rockets
2023-24,22300315,2023-12-13,Milwaukee Bucks,MIL,Indiana Pacers,IND,140,126,Milwaukee Bucks
2023-24,22300316,2023-12-13,San Antonio Spurs,SAS,Los Angeles Lakers,LAL,119,122,Los Angeles Lakers
2023-24,22300317,2023-12-13,Phoenix Suns,PHX,Brooklyn Nets,BKN,112,116,Brooklyn Nets
2023-24,22300318,2023-12-13,Utah Jazz,UTA,New York Knicks,NYK,117,113,Utah Jazz
2023-24,22300319,2023-12-14,Boston Celtics,BOS,Cleveland Cavaliers,CLE,116,107,Boston Celtics
2023-24,22300320,2023-12-14,Miami Heat,MIA,Chicago Bulls,CHI,116,124,Chicago Bulls
2023-24,22300321,2023-12-14,Dallas Mavericks,DAL,Minnesota Timberwolves,MIN,101,119,Minnesota Timberwolves
2023-24,22300322,2023-12-14,Denver Nuggets,DEN,Brooklyn Nets,BKN,124,101,Denver Nuggets
2023-24,22300323,2023-12-14,Portland Trail Blazers,POR,Utah Jazz,UTA,114,122,Utah Jazz
2023-24,22300324,2023-12-14,Sacramento Kings,SAC,Oklahoma City Thunder,OKC,128,123,Sacramento Kings
2023-24,22300325,2023-12-14,LA Clippers,LAC,Golden State Warriors,GSW,121,113,LA Clippers
2023-24,22300326,2023-12-15,Charlotte Hornets,CHA,New Orleans Pelicans,NOP,107,112,New Orleans Pelicans
2023-24,22300327,2023-12-15,Philadelphia 76ers,PHI,Detroit Pistons,DET,124,92,Philadelphia 76ers
2023-24,22300328,2023-12-15,Washington Wizards,WAS,Indiana Pacers,IND,137,123,Washington Wizards
2023-24,22300329,2023-12-15,Boston Celtics,BOS,Orlando Magic,ORL,128,111,Boston Celtics
2023-24,22300330,2023-12-15,Toronto Raptors,TOR,Atlanta Hawks,ATL,104,125,Atlanta Hawks
2023-24,22300331,2023-12-15,San Antonio Spurs,SAS,Los Angeles Lakers,LAL,129,115,San Antonio Spurs
2023-24,22300332,2023-12-15,Memphis Grizzlies,MEM,Houston Rockets,HOU,96,103,Houston Rockets
2023-24,22300333,2023-12-15,Phoenix Suns,PHX,New York Knicks,NYK,122,139,New York Knicks
2023-24,22300334,2023-12-16,Milwaukee Bucks,MIL,Detroit Pistons,DET,146,114,Milwaukee Bucks
2023-24,22300335,2023-12-16,Charlotte Hornets,CHA,Philadelphia 76ers,PHI,82,135,Philadelphia 76ers
2023-24,22300336,2023-12-16,Cleveland Cavaliers,CLE,Atlanta Hawks,ATL,127,119,Cleveland Cavaliers
2023-24,22300337,2023-12-16,Miami Heat,MIA,Chicago Bulls,CHI,118,116,Miami Heat
2023-24,22300338,2023-12-16,Minnesota Timberwolves,MIN,Indiana Pacers,IND,127,109,Minnesota Timberwolves
2023-24,22300339,2023-12-16,Golden State Warriors,GSW,Brooklyn Nets,BKN,124,120,Golden State Warriors
2023-24,22300340,2023-12-16,Denver Nuggets,DEN,Oklahoma City Thunder,OKC,117,118,Oklahoma City Thunder
2023-24,22300341,2023-12-16,Portland Trail Blazers,POR,Dallas Mavericks,DAL,120,131,Dallas Mavericks
2023-24,22300342,2023-12-16,Sacramento Kings,SAC,Utah Jazz,UTA,125,104,Sacramento Kings
2023-24,22300343,2023-12-16,LA Clippers,LAC,New York Knicks,NYK,144,122,LA Clippers
2023-24,22300344,2023-12-17,Boston Celtics,BOS,Orlando Magic,ORL,114,97,Boston Celtics
2023-24,22300345,2023-12-17,San Antonio Spurs,SAS,New Orleans Pelicans,NOP,110,146,New Orleans Pelicans
2023-24,22300346,2023-12-17,Milwaukee Bucks,MIL,Houston Rockets,HOU,128,119,Milwaukee Bucks
2023-24,22300347,2023-12-17,Phoenix Suns,PHX,Washington Wizards,WAS,112,108,Phoenix Suns
2023-24,22300348,2023-12-17,Portland Trail Blazers,POR,Golden State Warriors,GSW,114,118,Golden State Warriors
2023-24,22300349,2023-12-18,Cleveland Cavaliers,CLE,Houston Rockets,HOU,135,130,Cleveland Cavaliers
2023-24,22300350,2023-12-18,Indiana Pacers,IND,LA Clippers,LAC,127,151,LA Clippers
2023-24,22300351,2023-12-18,Philadelphia 76ers,PHI,Chicago Bulls,CHI,104,108,Chicago Bulls
2023-24,22300352,2023-12-18,Atlanta Hawks,ATL,Detroit Pistons,DET,130,124,Atlanta Hawks
2023-24,22300353,2023-12-18,Miami Heat,MIA,Minnesota Timberwolves,MIN,108,112,Minnesota Timberwolves
2023-24,22300354,2023-12-18,Toronto Raptors,TOR,Charlotte Hornets,CHA,114,99,Toronto Raptors
2023-24,22300355,2023-12-18,Oklahoma City Thunder,OKC,Memphis Grizzlies,MEM,116,97,Oklahoma City Thunder
2023-24,22300356,2023-12-18,Denver Nuggets,DEN,Dallas Mavericks,DAL,130,104,Denver Nuggets
2023-24,22300357,2023-12-18,Utah Jazz,UTA,Brooklyn Nets,BKN,125,108,Utah Jazz
2023-24,22300358,2023-12-18,Sacramento Kings,SAC,Washington Wizards,WAS,143,131,Sacramento Kings
2023-24,22300359,2023-12-18,Los Angeles Lakers,LAL,New York Knicks,NYK,109,114,New York Knicks
2023-24,22300360,2023-12-19,New Orleans Pelicans,NOP,Memphis Grizzlies,MEM,113,115,Memphis Grizzlies
