SEASON_END_YEAR,TEAM_ABBREVIATION,PLAYERS,TOTAL_MINUTES,TOTAL_GAMES_PLAYER_SUM,AVG_AGE,TOTAL_RAPTOR_WAR,Raptor_O,Raptor_D,RaptorPLUS_MINUS,TSPCT,USGPCT,ASTPCT,TOVPCT,ORBPCT,DRBPCT,TRBPCT,STLPCT,BLKPCT,ORtg,DRtg,2PPCT,3PPCT,FTPCT,3PAr,FTAr,Pace_PLUS_MINUS
2014,CHA,19,19905,840,26.158,26.28,-0.542,0.404,-0.133,52.796,19.86,15.151,11.462,4.391,15.528,9.928,1.315,1.663,105.48,104.052,47.161,25.798,72.957,24.187,31.611,-0.589
2014,CHI,20,19931,791,27.75,31.34,-0.76,1.111,0.327,51.647,19.829,16.304,13.42,5.444,15.083,10.342,1.585,1.652,103.633,100.614,45.292,20.417,77.123,23.635,29.658,-0.466
2014,CLE,21,19931,870,24.524,17.93,-0.552,-0.448,-0.986,51.756,19.866,14.581,12.624,5.455,15.149,10.185,1.49,1.27,105.095,107.857,46.126,24.383,74.949,22.542,27.244,-0.057
2014,DAL,15,19831,899,28.2,35.13,0.742,-0.025,0.719,56.37,19.935,14.917,12.607,4.947,14.545,9.756,1.811,1.486,112.209,108.598,50.206,29.571,78.729,27.302,24.569,0.081
2014,DEN,16,19753,843,26.0,23.61,-0.125,-0.297,-0.428,53.491,19.901,14.556,13.593,5.493,14.895,10.165,1.518,1.71,106.262,108.292,47.344,26.623,74.354,27.203,30.984,0.605
2014,DET,15,19779,825,25.6,17.98,-0.124,-0.845,-0.981,51.978,19.902,13.527,12.157,6.296,14.695,10.266,1.758,1.585,107.404,109.913,47.962,23.577,68.33,22.87,30.028,0.211
2014,GSW,18,19830,850,26.333,41.86,0.246,1.086,1.349,54.723,19.942,15.122,14.049,5.014,15.255,10.208,1.599,1.565,107.549,102.603,49.425,26.896,71.781,28.283,25.277,0.486
2014,HOU,18,19828,790,25.389,41.69,1.046,0.296,1.351,56.447,19.866,14.219,13.744,5.486,14.817,10.429,1.566,1.736,111.62,106.237,51.549,32.163,70.057,32.674,37.992,0.313
2014,IND,17,19780,894,27.176,36.98,-0.415,1.301,0.93,53.493,19.899,14.161,13.983,4.975,15.363,10.403,1.44,1.717,105.103,99.479,48.154,31.199,76.751,23.338,30.354,-0.159
2014,LAC,20,19753,849,28.55,46.24,1.29,0.532,1.817,56.808,19.912,16.189,12.588,5.0,14.516,9.917,1.766,1.531,111.897,104.98,52.864,27.808,72.233,28.141,36.901,0.343
2014,LAL,19,19705,789,27.263,13.57,-0.6,-0.825,-1.402,53.899,19.958,15.754,13.57,4.026,14.225,9.122,1.507,1.64,104.235,110.828,47.002,30.651,74.833,30.865,25.315,0.605
2014,MEM,18,19805,871,26.889,32.82,-0.007,0.536,0.519,52.854,19.854,14.447,12.429,5.668,15.158,10.4,1.704,1.565,106.812,104.842,48.845,25.268,73.253,18.261,23.94,-0.492
2014,MIA,18,19879,859,30.0,38.71,0.949,0.13,1.064,58.037,19.894,15.283,13.932,4.126,14.606,9.562,1.948,1.609,110.876,105.908,53.737,33.119,76.292,32.329,28.648,-0.068
2014,MIL,19,19880,802,25.579,5.84,-0.976,-1.211,-2.172,51.637,19.846,14.993,13.779,5.422,14.277,9.704,1.44,1.655,103.307,112.039,45.83,24.504,74.646,21.222,28.695,-0.171
2014,MIN,17,19855,903,26.0,36.75,0.566,0.28,0.841,52.807,19.913,15.255,12.246,5.496,14.89,10.057,1.793,1.144,107.983,106.375,47.19,29.086,75.339,22.858,31.887,0.37
2014,NOP,21,19855,863,25.571,22.17,0.062,-0.621,-0.551,53.743,19.861,14.256,12.81,5.373,14.768,10.009,1.714,2.215,108.233,110.133,48.055,26.503,76.831,18.27,28.752,-0.421
2014,NYK,18,19855,859,28.222,24.53,0.266,-0.558,-0.316,54.168,19.886,13.392,12.928,5.021,14.879,9.79,1.692,1.634,108.902,109.289,47.651,28.266,75.04,30.681,24.141,-0.468
2014,OKC,18,19804,892,27.222,45.1,0.912,0.765,1.676,55.487,19.92,14.888,14.427,5.308,15.118,10.437,1.722,2.061,110.049,103.817,50.2,30.215,76.868,25.668,29.91,0.238
2014,ORL,16,19955,837,24.875,12.38,-1.092,-0.451,-1.527,52.235,19.875,14.253,13.313,4.483,15.101,9.782,1.616,1.377,102.087,107.54,46.912,28.461,75.569,24.24,24.997,-0.195
2014,PHI,23,19855,835,23.391,1.32,-1.629,-0.991,-2.623,51.391,19.915,14.648,14.292,4.977,14.453,9.548,1.871,1.324,100.42,110.066,48.191,27.401,71.528,26.519,27.13,0.815
2014,PHO,15,19754,856,25.867,35.43,0.642,0.134,0.747,55.247,19.895,12.553,13.601,5.284,14.744,10.019,1.75,1.452,109.698,106.758,49.836,30.302,74.849,28.791,29.071,0.19
2014,POR,15,19855,840,25.4,39.16,1.076,0.037,1.114,55.185,19.944,14.898,12.728,5.601,14.93,10.329,1.165,1.354,112.423,107.558,48.797,26.417,81.057,30.102,27.225,0.108
2014,SAC,23,19830,865,25.913,22.67,-0.123,-0.391,-0.525,52.242,19.917,13.332,13.278,5.567,15.321,10.372,1.501,1.312,105.397,108.863,47.022,23.109,75.436,21.54,32.274,-0.204
2014,SAS,19,19754,958,27.895,48.55,0.893,1.161,2.047,57.225,19.94,15.817,13.378,4.524,15.283,10.111,1.556,1.543,110.756,102.618,51.726,29.087,79.134,25.728,24.053,0.182
2014,TOR,20,19956,862,26.15,34.51,0.463,0.17,0.64,54.493,19.865,14.73,12.811,5.442,14.977,10.177,1.5,1.368,109.787,105.319,46.919,28.275,78.177,27.727,30.562,-0.251
2014,UTA,17,19781,852,25.824,10.89,-0.773,-0.926,-1.684,52.089,19.879,14.095,13.452,5.107,14.896,9.849,1.526,1.444,103.404,111.58,46.943,23.573,74.941,24.281,28.279,-0.381
2014,WAS,17,20055,857,26.647,30.04,-0.17,0.329,0.173,54.008,19.919,15.305,12.94,5.031,15.144,9.997,1.72,1.561,107.118,104.845,48.574,39.794,73.666,24.689,24.849,0.11
2015,ATL,16,19732,868,27.0,41.01,0.749,0.589,1.298,56.72,19.86,17.241,12.745,4.279,14.684,9.627,1.934,1.618,109.724,103.468,50.114,35.573,77.529,34.878,25.863,0.064
2015,BOS,22,19880,877,26.182,27.36,-0.251,0.188,-0.068,51.855,19.901,15.527,12.316,4.933,15.005,9.896,1.696,1.151,104.609,104.778,48.025,28.688,74.0,27.881,23.561,0.343
2015,BRK,19,19928,890,27.526,20.41,-0.294,-0.453,-0.734,52.798,19.927,13.885,12.604,4.778,14.745,9.773,1.501,1.361,104.386,107.654,48.688,25.787,76.687,25.086,27.407,-0.119
2015,CHA,17,19905,849,26.118,19.04,-1.087,0.238,-0.869,50.162,19.867,14.494,10.896,4.428,15.873,9.98,1.297,1.781,101.567,103.778,45.182,31.164,74.933,21.814,30.409,-0.381
2015,CHI,14,19881,821,28.286,33.69,0.353,0.196,0.585,53.298,19.859,15.023,12.431,5.406,14.866,10.248,1.338,1.737,108.553,104.497,46.897,30.032,76.385,27.06,30.073,-0.065
2015,CLE,20,19779,849,27.95,39.59,1.211,-0.046,1.141,55.042,19.887,15.386,12.873,5.36,14.934,10.225,1.587,1.366,110.971,106.629,48.347,28.025,75.114,33.957,27.483,-0.031
2015,DAL,19,19881,923,28.579,36.94,0.719,0.165,0.879,55.876,19.929,14.252,12.064,4.717,14.436,9.561,1.689,1.524,111.417,106.54,51.138,28.08,73.749,28.338,29.482,0.178
2015,DEN,20,19881,901,25.85,20.57,-0.238,-0.494,-0.721,51.743,19.929,14.432,12.396,5.316,14.961,9.957,1.612,1.438,104.512,108.328,47.107,25.851,74.126,27.116,28.673,0.212
2015,DET,20,19827,849,27.0,23.72,-0.094,-0.313,-0.415,51.775,19.874,14.813,11.371,5.571,14.979,10.104,1.63,1.517,106.133,106.654,46.655,25.504,72.857,31.066,25.276,-0.176
2015,GSW,15,19730,900,26.733,53.71,1.345,1.179,2.489,56.362,19.926,16.843,13.249,4.818,14.908,10.006,1.874,1.863,111.316,101.396,51.584,28.834,73.373,29.279,23.86,0.599
2015,HOU,20,19804,828,26.65,38.52,0.406,0.633,1.028,54.098,19.881,15.325,14.416,5.352,14.597,9.987,1.958,1.614,106.937,103.639,49.705,33.208,70.575,39.916,29.328,0.664
2015,IND,16,19855,877,27.812,26.36,-0.436,0.288,-0.144,52.356,19.89,14.776,12.872,4.81,15.582,10.233,1.312,1.478,103.85,103.428,47.112,25.784,74.953,24.994,27.182,-0.189
2015,LAC,20,19730,906,28.05,45.87,1.592,0.233,1.817,56.768,19.892,16.367,11.308,4.56,15.151,9.972,1.664,1.708,112.409,105.612,52.561,33.784,73.039,32.039,33.231,0.126
2015,LAL,18,19932,808,25.889,11.22,-0.583,-1.068,-1.63,51.427,19.891,14.096,11.475,5.086,15.257,9.963,1.478,1.501,104.606,110.708,45.486,24.112,74.056,22.123,28.444,-0.534
2015,MEM,19,19904,888,27.684,37.59,0.064,0.886,0.954,52.909,19.942,14.507,12.196,4.926,15.063,10.014,1.852,1.436,105.547,102.469,48.053,29.146,76.529,18.8,26.934,-0.265
2015,MIA,21,19732,828,27.524,20.68,-0.315,-0.389,-0.698,53.946,19.807,14.404,13.857,4.645,14.676,9.771,1.714,1.62,105.153,106.825,48.789,30.31,74.432,28.635,30.588,-0.163
2015,MIL,20,19929,853,24.85,29.04,-0.503,0.601,0.089,53.567,19.871,15.698,14.828,5.064,14.667,9.899,2.023,1.704,103.817,102.349,48.909,24.878,75.513,21.475,26.021,0.342
2015,MIN,25,19806,813,25.96,5.84,-0.756,-1.432,-2.17,51.712,19.875,14.779,13.286,5.317,14.326,9.677,1.706,1.291,103.735,112.347,46.235,27.61,77.317,17.34,31.349,0.199
2015,NOP,21,19782,843,25.476,30.93,0.541,-0.217,0.309,53.398,19.881,14.853,12.066,5.42,15.025,10.234,1.475,1.952,108.494,107.476,47.016,24.514,73.439,23.529,26.521,-0.455
2015,NYK,20,19855,871,27.25,1.64,-1.47,-1.117,-2.592,50.622,19.829,15.133,13.811,4.907,14.633,9.627,1.519,1.603,100.283,110.239,45.412,28.846,77.471,23.914,22.59,-0.21
2015,OKC,21,19832,871,25.524,34.56,0.474,0.168,0.63,52.534,19.891,14.084,12.806,5.783,15.127,10.524,1.508,1.815,107.295,105.61,48.697,28.322,72.51,26.291,27.506,0.232
2015,ORL,15,19755,842,24.933,12.59,-0.857,-0.629,-1.511,52.117,19.879,13.696,13.964,4.613,15.186,9.807,1.672,1.286,101.677,107.744,47.619,31.302,73.523,25.234,23.198,0.033
2015,PHI,25,19802,854,23.88,4.43,-2.295,-0.014,-2.306,49.388,19.851,15.566,15.242,5.099,14.583,9.612,2.01,1.996,96.424,105.081,44.673,24.595,67.387,31.098,29.323,0.606
2015,PHO,23,19879,852,25.696,26.06,-0.114,-0.083,-0.192,53.697,19.882,13.299,13.139,4.906,14.711,9.741,1.753,1.476,106.152,106.37,49.299,30.24,73.067,27.208,25.315,0.428
2015,POR,18,19856,879,26.389,38.42,0.535,0.527,1.049,54.253,19.927,14.091,13.012,4.829,15.219,10.146,1.358,1.344,108.103,103.876,48.826,28.525,78.929,34.21,21.572,-0.028
2015,SAC,19,19855,863,26.105,20.55,-0.057,-0.688,-0.75,53.798,19.887,14.098,14.33,5.306,15.056,10.349,1.409,1.284,105.743,109.357,48.457,25.405,75.475,20.818,36.034,0.147
2015,SAS,17,19955,961,28.471,44.98,0.688,0.99,1.677,55.557,19.906,15.739,12.468,4.655,15.461,10.165,1.667,1.681,109.401,102.147,49.896,32.435,79.167,27.008,25.692,-0.122
2015,TOR,15,19855,840,25.933,34.33,1.16,-0.54,0.631,55.871,19.863,13.846,11.572,5.134,14.657,9.892,1.589,1.432,112.978,107.868,50.409,29.304,76.286,28.534,29.777,-0.22
2015,UTA,22,19705,862,24.0,28.65,-0.182,0.274,0.099,53.207,19.788,14.054,14.417,5.83,15.268,10.57,1.684,1.979,106.274,104.925,47.717,28.325,71.265,28.721,30.463,-0.326
2015,WAS,18,19956,915,28.611,29.43,-0.293,0.451,0.136,53.516,19.873,15.85,13.158,4.983,15.451,10.347,1.531,1.523,105.223,102.981,48.238,24.365,74.15,20.499,26.129,-0.045
2016,ATL,17,19831,902,27.471,36.38,-0.194,1.046,0.835,55.353,19.924,16.964,13.251,3.834,14.916,9.503,1.846,1.91,105.59,101.685,51.565,33.555,77.972,35.473,23.039,0.249
2016,BOS,16,19780,893,24.5,35.58,0.139,0.622,0.755,52.916,19.953,15.652,12.069,5.022,14.911,9.895,1.851,1.38,106.686,103.763,48.628,29.413,76.383,29.167,25.864,0.355
2016,BRK,17,19756,877,26.0,10.15,-0.743,-0.988,-1.739,52.506,19.92,14.307,13.524,4.837,15.118,9.898,1.588,1.364,103.24,110.974,47.135,27.937,76.502,23.244,24.648,-0.166
2016,CHA,17,19855,867,25.941,33.89,0.269,0.335,0.609,54.555,19.869,14.836,11.017,3.998,15.954,9.932,1.498,1.792,108.237,104.448,47.773,32.134,79.088,34.508,29.021,-0.114
2016,CHI,16,19906,850,27.562,24.59,-0.27,-0.047,-0.323,52.589,19.894,15.031,12.236,4.893,14.975,10.027,1.251,1.729,105.544,106.725,45.817,30.837,78.081,25.165,23.639,0.014
2016,CLE,18,19853,877,28.833,42.59,1.062,0.398,1.463,55.615,19.875,15.468,12.066,5.027,15.717,10.4,1.436,1.308,111.843,104.623,50.022,29.526,74.564,34.689,26.984,-0.119
2016,DAL,16,20004,903,29.188,27.25,-0.144,0.04,-0.069,54.524,19.921,14.89,11.829,4.128,15.257,9.701,1.425,1.274,107.497,106.985,49.248,27.706,80.015,32.569,28.761,-0.264
2016,DEN,19,19830,859,25.526,20.06,-0.176,-0.604,-0.775,53.007,19.915,14.969,12.856,5.172,15.458,10.221,1.534,1.613,106.137,109.002,47.778,33.487,75.778,29.256,27.133,0.126
2016,DET,17,19880,816,25.882,28.63,0.049,0.05,0.075,52.329,19.904,13.028,11.623,5.392,15.852,10.413,1.457,1.157,107.006,105.712,47.626,31.902,72.347,32.472,28.817,-0.04
2016,GSW,16,19881,939,27.375,55.26,1.824,0.759,2.594,58.554,19.939,17.332,13.862,4.703,15.198,10.265,1.664,1.86,114.513,103.789,53.204,40.405,74.758,32.307,25.813,0.608
2016,HOU,18,19833,855,27.056,28.12,0.321,-0.294,0.005,54.791,19.872,15.038,13.443,5.134,14.563,9.829,2.053,1.815,108.221,108.362,50.498,27.116,69.822,35.855,35.116,0.59
2016,IND,16,19880,856,25.938,32.24,-0.3,0.691,0.392,53.64,19.904,13.916,13.073,4.674,15.194,9.976,1.853,1.575,105.82,103.002,48.661,24.692,74.678,24.914,26.598,0.117
2016,LAC,18,19832,901,28.833,38.91,0.335,0.741,1.081,55.344,19.874,15.554,12.049,4.029,14.755,9.463,1.779,1.818,108.039,103.957,51.718,29.259,72.701,31.24,36.425,0.104
2016,LAL,15,19730,854,27.067,3.76,-1.172,-1.207,-2.364,51.106,19.878,13.047,12.103,4.637,14.937,9.605,1.512,1.342,102.804,111.766,45.123,23.358,77.623,25.626,30.107,-0.152
2016,MEM,28,19829,841,27.857,22.15,-0.218,-0.32,-0.56,52.531,19.883,14.202,11.893,5.043,15.001,9.809,1.869,1.624,105.783,108.027,47.086,33.422,77.946,22.949,30.077,-0.372
2016,MIA,19,19830,794,28.579,31.75,0.024,0.374,0.406,54.285,19.84,13.828,12.718,4.773,15.564,10.335,1.439,2.048,107.167,104.408,50.442,26.435,74.198,23.317,27.607,-0.466
2016,MIL,17,19830,835,24.647,17.36,-0.438,-0.611,-1.046,53.185,19.889,15.113,13.716,5.0,14.61,9.851,1.731,2.042,104.268,108.81,47.945,27.811,75.069,19.997,26.89,-0.057
2016,MIN,16,19882,877,27.062,19.28,-0.1,-0.76,-0.848,54.567,19.881,15.122,13.78,4.857,14.935,9.962,1.648,1.534,107.1,110.109,49.15,30.177,78.064,20.647,32.698,0.045
2016,NOP,21,19779,820,26.667,19.26,-0.214,-0.646,-0.838,53.733,19.94,14.815,12.591,4.226,15.745,9.788,1.586,1.421,105.652,109.729,48.807,30.116,76.041,27.57,26.384,0.087
2016,NYK,16,19804,890,26.75,21.69,-0.339,-0.252,-0.601,52.737,19.87,13.902,12.159,4.751,15.157,10.026,1.203,1.784,105.611,107.741,46.804,29.093,81.112,26.394,24.375,-0.511
2016,OKC,17,19829,890,27.235,46.59,1.485,0.33,1.826,55.728,19.908,14.867,13.513,6.223,15.193,10.939,1.502,1.862,112.661,105.726,51.553,30.342,74.33,27.031,28.049,0.253
2016,ORL,17,19907,897,24.882,24.48,-0.182,-0.174,-0.329,53.317,19.909,14.875,12.57,4.617,15.289,9.893,1.699,1.732,105.445,106.95,48.694,31.301,76.927,27.398,23.832,0.005
2016,PHI,18,19806,849,24.333,2.64,-1.721,-0.767,-2.492,51.845,19.852,14.882,14.273,4.119,14.808,9.299,1.678,1.899,99.276,109.496,46.265,32.477,70.244,33.6,27.297,0.229
2016,PHO,23,19705,860,25.696,12.14,-0.95,-0.6,-1.557,52.701,19.886,14.078,15.085,5.092,15.411,10.115,1.562,1.303,102.931,109.166,47.482,29.256,74.616,29.267,28.053,0.561
2016,POR,16,19807,896,24.625,30.21,0.445,-0.205,0.232,54.702,19.871,14.357,12.979,5.167,15.235,10.196,1.41,1.493,109.484,108.09,49.563,28.774,75.477,30.434,29.192,0.114
2016,SAC,15,19807,810,26.4,22.35,-0.104,-0.449,-0.553,54.75,19.866,15.268,13.724,4.785,14.973,9.919,1.774,1.492,106.832,108.65,50.306,30.635,71.469,26.258,27.866,0.568
2016,SAS,17,19707,974,31.059,54.18,0.88,1.756,2.644,55.791,19.912,15.255,12.341,4.593,15.816,10.411,1.779,1.906,110.221,98.978,50.891,29.92,78.658,23.17,23.905,-0.356
2016,TOR,16,19779,837,25.375,37.66,0.85,0.145,1.011,55.072,19.819,13.143,11.761,4.919,15.54,10.311,1.672,1.872,110.741,105.373,48.543,29.544,76.169,28.468,33.19,-0.642
2016,UTA,17,19956,887,24.529,32.72,-0.172,0.653,0.485,54.014,19.844,13.269,14.088,5.176,15.544,10.369,1.667,1.801,106.512,104.079,48.928,26.879,74.741,28.831,30.231,-0.434
2016,WAS,19,19755,872,27.947,26.83,-0.172,0.083,-0.125,54.697,19.89,15.865,12.253,4.123,15.527,9.716,1.719,1.297,106.314,106.056,49.941,29.012,73.719,29.409,26.154,0.37
2017,ATL,20,19882,879,28.2,24.67,-0.888,0.525,-0.346,54.123,19.887,15.824,13.703,4.733,15.228,10.053,1.677,1.729,105.412,106.012,49.788,29.653,75.113,30.831,29.96,0.429
2017,BOS,15,19754,892,25.267,33.84,0.529,0.075,0.606,56.091,19.885,16.725,11.917,4.252,15.064,9.699,1.566,1.41,111.062,108.666,51.451,34.65,76.955,38.694,26.054,0.092
2017,BRK,21,19754,919,25.81,11.25,-1.094,-0.561,-1.656,54.742,19.898,14.191,14.399,3.909,15.236,9.633,1.422,1.49,104.212,110.883,50.106,32.733,77.967,37.37,28.998,0.632
2017,CHA,19,19829,831,25.789,27.4,0.059,-0.077,-0.025,54.765,19.905,15.633,10.264,3.983,15.915,9.913,1.443,1.727,109.941,108.726,48.619,27.211,81.506,30.6,29.093,-0.247
2017,CHI,18,19778,876,25.889,28.1,-0.274,0.337,0.015,52.732,19.891,14.714,11.999,5.402,15.372,10.337,1.64,1.579,107.664,107.052,47.649,27.051,75.93,26.426,24.545,-0.128
2017,CLE,21,19881,869,30.048,36.15,1.114,-0.315,0.794,57.508,19.913,15.35,12.025,4.38,15.141,9.941,1.338,1.331,113.395,110.541,51.54,33.167,74.711,40.481,27.801,0.053
2017,DAL,24,19780,911,26.75,20.8,-0.843,0.153,-0.67,54.225,19.864,14.475,11.66,3.629,15.529,9.29,1.61,1.399,106.598,108.899,48.873,33.068,78.73,36.647,23.302,-0.49
2017,DEN,19,19756,842,25.474,30.19,0.933,-0.688,0.223,56.742,19.915,15.466,12.895,5.448,15.728,10.643,1.398,1.27,113.575,112.89,50.938,31.443,77.165,33.192,27.929,0.276
2017,DET,15,19806,850,25.467,23.17,-0.644,0.21,-0.466,51.934,19.912,13.293,10.496,4.828,16.25,10.309,1.465,1.31,106.23,107.36,48.523,29.436,75.239,26.305,21.736,-0.278
2017,GSW,17,19780,966,27.882,56.69,1.527,1.254,2.772,58.818,19.936,17.753,13.605,4.572,14.983,10.089,1.906,2.211,115.407,104.14,55.348,32.092,77.092,32.903,26.492,0.587
2017,HOU,18,19781,837,26.0,43.85,1.435,0.112,1.559,57.653,19.884,16.131,11.816,4.911,15.151,10.021,1.624,1.428,114.9,109.27,53.136,31.09,74.475,45.673,27.969,0.613
2017,IND,16,19855,902,26.938,26.49,-0.088,-0.045,-0.135,55.441,19.906,14.306,12.32,4.255,15.084,9.736,1.689,1.801,108.987,109.024,49.417,31.969,77.381,26.408,26.072,0.038
2017,LAC,15,19754,864,29.533,39.81,0.884,0.306,1.193,57.407,19.914,14.64,11.61,4.289,15.393,9.991,1.552,1.443,112.455,108.416,52.601,31.761,75.524,31.662,32.276,-0.079
2017,LAL,18,19706,880,26.722,11.76,-0.668,-0.902,-1.585,53.38,19.884,13.518,12.899,5.001,15.147,9.897,1.678,1.319,106.479,113.118,48.928,29.146,74.897,26.931,25.853,0.292
2017,MEM,17,19905,872,27.235,29.74,-0.259,0.461,0.2,53.466,19.902,15.007,12.003,4.93,15.496,10.084,1.713,1.635,107.845,107.333,46.52,32.06,77.044,32.777,29.145,-0.405
2017,MIA,15,19779,793,26.6,29.21,-0.174,0.32,0.165,53.816,19.844,13.841,11.35,4.832,15.281,10.011,1.484,1.85,108.589,106.929,48.615,30.532,71.098,32.788,24.295,-0.319
2017,MIL,19,19779,898,26.0,27.02,0.114,-0.194,-0.071,56.235,19.892,15.844,12.658,4.302,15.077,9.752,1.716,1.932,109.388,109.425,50.27,30.647,77.514,32.902,25.317,-0.036
2017,MIN,16,19805,807,25.688,27.17,0.473,-0.552,-0.059,54.687,19.881,14.674,13.13,5.431,15.189,10.249,1.673,1.586,110.787,112.101,49.397,33.493,78.475,25.857,27.708,-0.223
2017,NOP,26,19906,822,25.846,23.89,-0.725,0.307,-0.407,53.544,19.909,14.751,11.389,3.715,15.344,9.491,1.564,1.862,105.342,107.575,48.474,31.564,72.964,33.86,24.724,0.057
2017,NYK,16,19853,897,26.625,17.71,-0.299,-0.705,-1.001,53.143,19.874,13.791,12.211,5.312,14.81,10.058,1.466,1.875,108.4,111.721,47.961,29.818,78.381,28.243,23.809,-0.054
2017,OKC,19,19806,895,25.947,30.55,-0.076,0.314,0.197,53.203,19.94,14.725,12.089,5.592,15.798,10.686,1.591,1.661,107.835,107.661,50.861,27.941,68.968,30.315,27.438,0.257
2017,ORL,19,19805,882,25.474,11.53,-1.002,-0.626,-1.623,52.295,19.913,14.632,12.053,4.312,15.483,9.733,1.452,1.616,103.615,110.68,48.136,28.795,74.175,29.964,26.911,0.031
2017,PHI,21,19831,841,24.714,13.77,-1.292,-0.104,-1.41,53.689,19.876,15.546,14.443,4.476,15.065,9.766,1.706,1.693,103.753,109.084,48.813,29.869,76.832,35.039,24.886,0.298
2017,PHO,18,19829,866,25.667,15.36,-0.49,-0.747,-1.232,54.215,19.916,12.559,13.009,5.206,15.272,10.114,1.622,1.627,107.966,112.27,49.9,28.461,75.511,25.57,29.847,0.439
2017,POR,15,19931,848,24.333,27.44,0.311,-0.362,-0.048,55.445,19.886,13.909,12.289,4.592,15.352,9.969,1.437,1.634,110.306,110.975,49.557,31.556,76.825,31.045,27.695,-0.053
2017,SAC,19,19880,833,26.789,18.42,-0.375,-0.562,-0.952,55.54,19.889,15.079,13.219,4.207,15.25,9.799,1.599,1.482,107.321,111.608,49.257,31.467,77.247,30.63,26.261,-0.109
2017,SAS,16,19805,973,28.75,45.55,0.484,1.283,1.752,56.265,19.899,15.303,12.721,4.797,15.53,10.279,1.685,1.979,111.4,103.584,49.361,33.409,78.711,28.747,25.257,-0.195
2017,TOR,17,19781,858,25.118,36.54,0.702,0.179,0.893,56.192,19.836,12.216,11.388,4.984,15.268,10.147,1.738,1.733,113.524,107.897,50.736,33.945,77.08,30.049,28.154,-0.345
2017,UTA,15,19756,882,26.2,37.56,0.135,0.88,0.985,56.434,19.863,13.652,13.183,4.64,15.771,10.349,1.455,1.691,110.454,105.392,50.849,30.153,75.12,31.542,30.015,-0.497
2017,WAS,18,19857,853,25.667,31.39,0.507,-0.202,0.31,56.282,19.87,14.958,11.932,4.808,15.095,9.969,1.72,1.412,112.214,109.46,51.913,30.621,77.036,27.578,24.832,0.118
2018,ATL,22,19703,898,25.5,13.39,-0.89,-0.519,-1.405,55.129,19.898,15.794,13.813,4.216,15.232,9.724,1.586,1.508,105.947,110.787,49.255,33.594,77.467,35.951,23.946,0.254
2018,BOS,20,19806,888,25.4,36.01,-0.181,1.006,0.816,54.495,19.877,15.023,12.606,4.305,15.673,10.053,1.51,1.584,107.309,104.07,48.066,35.135,75.919,36.186,24.393,-0.117
2018,BRK,22,19856,868,25.227,18.74,-0.422,-0.449,-0.898,55.477,19.827,15.639,12.63,4.19,15.388,9.748,1.237,1.466,107.933,110.903,48.959,34.097,76.973,41.552,25.997,0.033
2018,CHA,17,19781,890,25.471,27.76,0.281,-0.269,0.015,54.843,19.925,13.978,11.207,4.448,16.136,10.194,1.383,1.575,109.875,109.275,47.65,31.375,77.34,30.859,31.362,0.041
2018,CHI,21,19856,848,24.619,10.09,-1.04,-0.724,-1.744,52.843,19.868,15.189,12.373,4.107,16.121,9.898,1.526,1.308,103.868,111.107,47.377,32.563,75.703,34.657,22.576,0.065
2018,CLE,22,19732,899,29.0,29.14,0.884,-0.75,0.133,57.995,19.918,15.431,11.872,4.021,15.444,9.828,1.451,1.345,112.977,112.087,52.855,33.391,77.481,39.69,26.032,0.116
2018,DAL,23,19805,869,26.652,21.1,-0.588,-0.064,-0.645,54.865,19.909,15.115,11.035,3.597,15.797,9.492,1.456,1.412,107.768,109.721,49.842,33.019,77.153,37.548,22.827,-0.215
2018,DEN,18,19880,833,25.833,32.05,0.813,-0.416,0.417,56.779,19.868,15.621,12.876,5.131,15.497,10.338,1.555,1.686,112.707,111.092,52.543,33.33,77.071,35.197,26.014,0.025
2018,DET,22,19805,864,26.318,27.04,-0.264,0.204,-0.054,54.647,19.874,14.854,11.777,4.529,15.691,9.989,1.594,1.442,108.662,107.482,49.191,29.81,75.249,33.752,23.17,-0.125
2018,GSW,17,19729,966,28.0,42.01,1.082,0.309,1.374,59.132,19.914,17.349,14.139,4.208,15.266,10.129,1.611,2.451,113.654,107.606,55.628,29.838,79.101,31.109,24.082,0.431
2018,HOU,24,19755,799,28.0,49.47,1.512,0.645,2.156,58.219,19.881,14.896,11.867,4.255,15.975,10.157,1.744,1.698,114.255,106.167,53.76,30.28,76.357,50.544,27.35,0.076
2018,IND,19,19753,849,25.842,30.48,0.129,0.119,0.284,55.321,19.922,13.71,11.615,4.54,15.245,9.915,1.822,1.532,110.318,108.145,50.902,35.429,75.652,28.493,21.494,-0.204
2018,LAC,21,19707,864,26.571,27.9,0.3,-0.303,0.007,56.119,19.886,14.141,12.917,4.707,15.195,10.03,1.55,1.574,109.969,110.481,51.755,28.4,73.628,30.108,29.951,0.305
2018,LAL,24,19906,869,25.5,24.74,-0.37,0.053,-0.328,54.67,19.923,14.616,13.64,4.735,15.555,10.176,1.525,1.586,106.98,108.179,51.048,31.485,70.356,33.221,26.207,0.442
2018,MEM,24,19707,855,25.458,12.01,-0.998,-0.54,-1.549,53.962,19.876,14.918,13.588,4.482,15.303,9.745,1.563,1.886,104.961,111.239,48.674,31.163,77.307,31.011,25.315,-0.064
